step,L_uH,r_1_mOhm,C_uF,r_C_mOhm,avg_vout,ripple_vout,std_vout,min_vout,max_vout,delta_avg_vout,delta_ripple_vout,delta_std_vout,health_index,RUL,is_anomaly,label,fault_type,sim_success,healthy_avg_vout,healthy_ripple_vout,healthy_std_vout
185,0.499974057674479,5.00155653953126,129.986316490753,9.00466961859377,3.64629777460405,0.139203188010937,0.0309972659109874,3.58380394997044,3.72300713798138,-0.0033418840692101,-0.00377567571341197,-2.66282583841759e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
186,0.499974052485495,5.0015568508703,129.986312339566,9.00467055261089,3.64629777066285,0.139203195157305,0.0309972673798779,3.58380394226313,3.72300713742044,-0.00334188801041257,-0.00377566856704403,-2.66267894936771e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
187,0.499974047295473,5.00155716227161,129.986308187548,9.00467148681483,3.64629776672073,0.13920320230281,0.0309972688490846,3.58380393455348,3.72300713685629,-0.00334189195252854,-0.00377566142153896,-2.66253202870353e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
188,0.499974042104413,5.00155747373521,129.9863040347,9.00467242120563,3.64629776277782,0.139203209452214,0.0309972703186565,3.58380392684005,3.72300713629227,-0.00334189589543321,-0.00377565427213522,-2.66238507151025e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
189,0.499974036912315,5.00155778526111,129.986299881021,9.00467335578332,3.64629775883421,0.139203216604521,0.0309972717884361,3.58380391912591,3.72300713573043,-0.00334189983904798,-0.00377564711982847,-2.66223809355023e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
190,0.499974031719178,5.00155809684932,129.986295726512,9.00467429054795,3.6462977548898,0.139203223756873,0.0309972732584036,3.58380391141184,3.72300713516871,-0.00334190378345633,-0.00377563996747643,-2.6620910967997e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
191,0.499974026525002,5.00155840849985,129.986291571172,9.00467522549956,3.64629775094458,0.139203230907742,0.0309972747286855,3.58380390369587,3.72300713460361,-0.00334190772867293,-0.00377563281660676,-2.66194406861077e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
192,0.499974021329788,5.00155872021272,129.986287415,9.00467616063817,3.64629774699868,0.139203238065444,0.0309972761995572,3.58380389597681,3.72300713404226,-0.00334191167458187,-0.00377562565890477,-2.66179698144402e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
193,0.499974016133534,5.00155903198794,129.986283257997,9.00467709596382,3.64629774305181,0.139203245219909,0.0309972776705737,3.58380388825772,3.72300713347763,-0.00334191562144959,-0.00377561850443975,-2.66164987979649e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
194,0.499974010936241,5.00155934382552,129.986279100163,9.00467803147657,3.64629773910427,0.139203252377736,0.0309972791417843,3.58380388053741,3.72300713291514,-0.00334191956898966,-0.00377561134661297,-2.66150275873463e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
195,0.499974005737909,5.00155965572548,129.986274941497,9.00467896717643,3.64629773515593,0.139203259535975,0.0309972806133058,3.58380387281418,3.72300713235016,-0.00334192351733087,-0.00377560418837408,-2.6613556065834e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
196,0.499974000538536,5.00155996768782,129.986270781999,9.00467990306345,3.64629773120674,0.139203266693641,0.0309972820852462,3.58380386509112,3.72300713178476,-0.00334192746652162,-0.00377559703070807,-2.66120841254137e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
197,0.499973995338124,5.00156027971255,129.986266621669,9.00468083913766,3.64629772725678,0.139203273856658,0.0309972835573014,3.58380385736536,3.72300713122202,-0.0033419314164731,-0.00377558986769078,-2.66106120702415e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
198,0.499973990136672,5.0015605917997,129.986262460507,9.00468177539912,3.64629772330606,0.139203281020154,0.0309972850297964,3.58380384963687,3.72300713065702,-0.00334193536719951,-0.00377558270419476,-2.66091395752302e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
199,0.499973984934179,5.00156090394928,129.986258298513,9.00468271184783,3.64629771935454,0.139203288182188,0.0309972865025224,3.58380384190896,3.72300713009114,-0.0033419393187164,-0.00377557554216112,-2.66076668492127e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
200,0.499973979730645,5.00156121616129,129.986254135686,9.00468364848387,3.64629771540227,0.139203295352061,0.0309972879755081,3.58380383417731,3.72300712952937,-0.00334194327099047,-0.00377556837228843,-2.66061938635279e-05,1,0,1,failed,none,1,3.64963965867326,0.142978863724349,0.0310238941693716
